179,103151,7.3,96.9,2.1,0.3,83.8,4.9,8.7
180,118857,6.3,94.8,2.8,1.3,59.3,3.7,6.8
181,69201,6.1,78.9,16.4,3.6,92.8,3.3,6.6
183,360502,5.6,91.5,6.5,0.6,79.3,3.7,7.6
184,26930,5.3,97.0,0.7,0.9,84.1,4.6,6.9
185,25519,7.1,95.7,3.0,0.4,85.9,4.3,7.8
186,40205,6.4,75.7,12.7,10.1,92.7,2.6,6.9
187,94465,6.5,93.2,4.1,1.5,74.3,3.4,6.9
188,25740,6.8,96.7,1.8,0.4,90.2,4.9,8.8
190,42092,6.8,97.8,0.8,0.5,74.2,3.8,5.4
191,77362,7.5,94.4,2.5,2.0,83.5,3.7,6.3
192,151970,6.9,96.4,1.3,0.8,86.6,5.2,7.4
193,25732,7.9,98.6,0.1,0.4,57.2,2.9,6.6
194,46375,6.6,96.7,0.6,1.2,87.2,4.8,7.2
195,25120,10.6,98.4,0.1,0.7,96.5,6.2,6.0
196,38076,7.7,95.8,0.4,1.4,82.8,4.9,6.7
197,33098,7.8,95.7,2.8,0.4,86.0,4.9,6.5
200,60638,6.6,92.4,3.2,2.5,93.2,4.3,5.7
201,177566,7.2,92.9,2.6,2.7,89.8,4.5,6.3
203,46968,4.8,97.3,1.2,0.5,69.8,2.9,4.8
204,196790,5.5,95.7,3.2,0.3,79.8,3.3,10.6
205,232749,5.9,91.4,7.0,0.5,81.1,3.5,7.2
207,21825,6.8,97.1,2.0,0.3,84.3,3.7,7.0
208,62744,7.7,96.1,3.0,0.3,88.4,3.7,6.9
209,39498,5.8,79.7,18.2,0.9,87.8,4.9,13.9
210,103335,4.6,72.0,24.8,1.8,60.2,2.9,10.0
212,32510,5.2,83.0,13.2,2.3,81.0,3.1,9.0
213,73855,5.3,76.3,20.4,1.9,91.1,4.8,13.2
214,32718,5.3,81.9,16.0,1.2,86.9,3.6,8.3
216,63806,6.3,82.4,10.2,5.5,50.5,2.2,6.8
217,36428,6.2,77.6,21.1,0.6,84.2,4.9,13.1
218,71499,4.9,53.0,39.5,4.6,46.3,2.2,11.4
219,93130,6.3,72.6,25.5,0.9,84.5,4.7,11.5
220,26312,5.6,87.4,9.0,2.5,62.7,2.0,6.4
221,67608,7.7,98.1,0.2,0.3,83.6,2.7,13.8
222,167109,7.1,98.1,0.3,0.4,80.9,2.6,9.6
223,320909,6.1,74.0,21.8,1.0,89.5,2.2,6.3
225,81668,7.9,87.5,10.4,0.8,95.4,2.4,4.7
226,95181,4.7,55.3,29.3,5.5,88.3,1.9,7.5
227,670334,6.8,88.1,3.9,3.5,79.7,3.1,13.6
230,106481,7.2,89.6,3.6,4.9,76.0,3.5,14.4
231,103653,6.4,93.2,1.2,2.9,56.6,2.6,13.5
232,180161,5.7,88.7,6.9,1.3,71.0,1.9,6.4
233,70726,7.0,90.2,4.0,2.8,68.8,2.1,9.1
234,220317,6.4,65.8,30.9,1.4,74.0,2.3,12.4
235,78980,6.1,86.3,11.2,1.2,68.6,1.8,6.8
236,148532,5.6,93.4,2.9,2.0,54.3,2.0,8.1
238,92915,6.3,93.0,4.5,1.0,73.6,2.5,8.0
239,89246,5.6,92.8,3.3,1.9,74.1,2.3,7.4
240,35682,8.4,97.2,0.1,0.3,75.8,3.9,10.0
242,40802,6.9,92.6,5.1,1.2,60.2,2.3,8.9
243,33649,8.2,95.5,0.1,0.3,76.7,2.3,7.1
244,59288,5.1,88.3,6.8,1.8,71.1,1.7,6.0
245,102256,7.1,81.0,12.6,1.0,72.3,1.9,9.3
246,112989,8.2,93.6,3.5,1.7,79.3,2.7,8.2
248,22602,7.4,86.7,10.3,1.3,75.6,2.4,10.2
249,46263,8.5,98.1,0.1,0.5,73.8,2.3,6.6
250,56964,8.0,96.6,0.2,0.3,57.8,2.0,9.6
251,413977,5.8,95.1,1.6,0.6,44.9,1.3,8.7
253,65038,7.8,97.4,0.3,0.6,62.4,2.6,8.1
254,33402,6.4,97.9,0.4,0.4,43.9,1.1,9.0
256,125058,5.3,92.9,2.0,1.4,44.3,1.5,8.5
257,23883,4.9,82.5,13.4,1.6,89.0,2.4,7.7
258,40003,5.6,81.5,17.5,0.4,85.3,3.3,11.5
259,133461,5.7,66.0,32.8,0.3,85.2,3.9,13.7
260,27712,6.8,69.8,28.5,0.3,92.0,4.6,14.2
261,19467,5.9,75.6,23.6,0.3,90.2,4.0,14.3
262,54068,6.0,82.0,17.2,0.2,91.2,3.8,11.9
263,40280,7.3,94.2,4.8,0.3,91.6,4.6,15.0
264,99907,6.7,96.3,2.3,0.4,89.5,4.4,8.2
267,55989,7.1,94.5,0.5,0.6,85.5,3.6,9.9
268,309892,5.8,89.1,7.3,1.9,74.6,3.3,6.5
270,144130,7.5,98.1,0.4,0.6,65.5,3.0,8.2
273,464722,6.5,87.7,10.2,0.7,73.8,3.2,8.3
274,81977,6.3,95.4,0.1,1.1,85.8,3.0,4.9
275,22694,7.3,90.4,0.3,0.7,79.4,3.0,6.4
276,61675,6.6,96.3,0.1,0.9,83.6,2.5,5.5
277,83208,7.4,96.9,0.5,1.2,91.9,4.5,7.6
278,171755,6.6,94.1,3.0,1.6,84.0,4.3,7.3
279,240275,4.6,74.7,7.6,9.6,60.9,1.0,5.6
280,105081,5.4,88.8,1.0,5.5,78.8,1.2,4.7
281,67790,7.7,98.1,0.2,0.4,92.9,3.4,7.9
282,120430,5.9,97.1,0.5,0.8,94.3,3.7,5.4
283,432828,7.5,86.0,7.7,3.4,83.0,2.7,6.8
284,170099,6.9,71.6,4.8,15.6,82.7,2.7,12.4
285,136045,6.1,86.2,5.1,3.6,88.7,2.6,6.3
288,126535,6.0,77.0,6.3,6.3,85.9,2.7,9.0
289,160936,5.3,54.4,25.2,14.6,77.9,2.8,15.0
291,50932,6.2,75.6,8.6,12.7,82.0,3.8,12.6
292,56684,6.0,86.9,4.8,3.6,87.4,3.3,8.3
293,218140,5.6,63.1,1.1,25.9,67.0,1.3,7.7
295,273646,7.2,93.1,3.0,1.7,69.2,3.3,9.2
296,59807,8.1,96.4,1.0,0.8,70.8,3.3,8.9
297,128465,4.6,26.0,30.3,39.4,49.3,3.4,38.1
299,213117,8.0,90.5,6.2,1.3,41.0,1.8,8.7
300,52485,8.4,95.3,2.0,1.0,68.4,4.2,12.1
301,626864,6.7,71.2,10.8,8.5,70.6,2.5,14.5
303,576944,5.8,53.1,20.1,16.3,63.4,2.1,30.9
304,186816,6.8,90.8,5.2,1.7,37.7,2.2,8.8
307,147922,6.7,94.4,2.7,0.8,72.5,3.5,9.5
308,155409,6.8,78.7,9.7,7.2,80.0,2.8,10.6
309,123617,8.6,95.4,2.2,0.6,82.0,2.8,9.6
311,289318,4.9,82.4,14.3,1.4,81.8,2.3,9.8
312,184404,6.3,72.8,23.0,0.8,78.3,2.7,11.9
313,83903,6.1,80.9,16.6,0.8,58.3,2.0,10.0
314,111801,5.8,74.2,24.0,0.7,94.7,2.7,13.3
315,45682,6.2,93.8,4.4,0.7,78.5,2.4,9.5
318,223059,4.4,73.0,22.8,1.6,85.4,2.2,11.5
319,69315,6.3,83.3,14.7,0.6,91.1,2.5,9.8
320,169610,6.5,88.1,9.9,0.8,58.8,2.1,9.8
321,34229,8.5,96.5,0.1,0.2,85.2,5.6,7.6
322,79005,7.6,95.9,0.1,0.3,64.4,3.3,9.2
323,24035,7.5,95.1,0.2,0.7,73.9,3.9,8.8
324,18174,8.0,95.0,0.2,0.3,88.4,4.9,6.3
325,97848,6.8,90.4,7.5,0.5,51.1,2.4,6.9
326,98650,7.6,95.2,3.2,0.5,49.8,3.1,7.4
327,211156,5.9,88.5,9.4,0.4,60.1,2.9,7.2
328,310178,7.6,82.7,13.9,1.4,61.7,3.1,7.9
329,372906,5.5,92.2,5.7,0.4,61.4,2.9,8.1
330,157088,6.9,88.8,9.5,0.5,60.1,3.0,7.3
331,37402,6.8,89.3,5.0,4.3,68.3,2.8,5.6
332,64225,7.2,95.0,2.9,0.5,54.1,2.4,5.5
334,137554,6.6,90.8,5.7,2.1,64.7,3.2,7.1
335,111160,9.1,91.8,6.4,1.0,50.8,2.9,7.4
336,25356,5.8,83.3,6.1,2.9,94.1,3.2,9.8
339,242576,5.9,87.7,4.8,1.9,84.5,3.2,9.5
340,186545,6.1,84.9,4.4,1.1,76.7,2.9,9.2
341,38057,6.6,96.6,0.2,1.5,71.5,0.3,4.2
342,121539,7.4,96.0,0.3,1.4,58.7,0.5,5.9
343,83237,8.6,95.0,0.3,2.3,70.9,0.6,6.6
344,341154,5.5,91.5,1.4,2.2,48.9,0.7,7.5
345,43118,6.2,93.3,0.4,3.4,40.1,0.5,7.2
346,184619,7.4,92.8,2.0,3.4,74.8,3.3,7.8
347,51446,8.4,98.5,0.5,0.3,50.1,2.9,10.1
350,87427,7.6,98.2,0.5,0.4,60.2,3.3,8.9
351,117693,8.0,97.1,1.4,0.6,62.0,3.4,9.9
352,160399,7.3,93.9,3.3,1.1,62.9,3.1,6.8
354,41932,9.9,98.0,0.9,0.5,34.7,1.9,9.2
355,98677,7.1,93.2,2.7,2.2,69.0,3.2,6.8
356,553179,6.7,76.2,17.2,2.6,66.1,3.0,12.3
357,495471,8.9,93.9,4.5,0.5,39.4,1.8,7.9
358,88279,7.5,93.9,2.0,2.9,65.7,3.3,8.5
359,32500,7.7,98.2,0.4,0.4,74.1,2.9,9.1
360,56953,8.9,97.2,0.6,1.0,75.8,3.8,9.8
362,43092,9.1,97.3,0.8,0.9,76.0,3.8,10.0
363,65042,6.8,95.3,2.3,1.2,69.1,2.8,6.1
364,170488,7.1,91.7,2.1,3.8,62.5,2.9,10.8
365,151965,5.5,79.5,18.1,1.0,85.7,1.7,7.6
366,159618,5.4,70.9,27.3,0.7,81.5,2.5,11.6
367,49544,5.6,65.3,33.8,0.3,89.3,3.2,18.6
368,129332,6.0,87.6,10.3,0.9,75.1,2.4,8.7
369,54960,6.2,85.1,13.3,0.6,71.7,2.6,10.7
370,32377,6.7,92.0,0.2,0.8,83.1,3.2,5.7
371,121345,8.2,97.2,0.1,0.4,83.5,4.9,7.0
373,102145,6.4,91.1,7.3,0.6,73.3,2.4,7.2
374,51569,7.1,87.5,11.5,0.4,90.3,4.8,10.4
375,42487,6.6,97.6,1.3,0.3,66.5,3.3,9.6
376,82675,7.5,98.2,1.0,0.2,58.6,2.0,9.1
377,216236,6.5,96.1,2.5,0.4,62.7,2.6,8.5
379,208791,5.0,68.7,29.5,0.6,84.8,3.2,11.9
380,347532,5.2,90.8,7.2,0.8,73.7,2.8,7.6
382,46023,7.5,88.8,2.3,8.0,86.9,4.6,9.8
383,55362,6.0,86.4,2.1,10.0,88.4,3.5,7.0
385,157399,3.6,79.4,5.4,12.0,80.0,2.8,6.4
386,62397,6.4,78.4,16.8,3.4,74.7,3.2,8.1
388,26473,4.4,80.5,10.2,7.9,85.5,3.4,7.5
390,69653,5.8,51.9,2.3,44.5,60.5,3.0,12.7
391,461072,3.9,77.4,10.7,7.7,80.0,2.9,8.0
393,125831,5.2,38.4,1.8,58.3,65.4,1.5,16.1
394,225260,4.2,81.6,7.3,7.8,67.7,2.8,6.9
396,58522,5.0,26.3,0.2,72.6,73.4,2.3,30.9
397,602745,3.8,67.6,13.6,13.1,71.8,2.4,8.9
399,28158,6.6,84.6,12.7,1.7,82.5,3.8,8.1
400,82378,5.7,75.0,3.5,20.3,86.1,3.4,9.2
402,57313,4.0,21.7,0.2,77.3,80.4,2.3,33.0
406,38326,5.3,66.0,3.9,29.0,87.0,3.0,12.2
411,23551,7.1,78.0,2.0,19.1,89.1,4.5,9.2
412,313695,5.1,54.9,4.0,39.4,70.4,2.6,11.4
413,48820,4.0,79.4,8.5,9.3,68.4,2.8,7.6
416,87808,6.9,87.4,9.4,2.5,83.9,3.9,8.2
417,22311,7.3,72.9,5.1,21.1,89.1,4.9,9.3
418,46189,6.7,83.0,9.6,6.4,77.2,4.6,9.0
420,29326,7.0,89.0,4.2,5.1,90.6,4.1,7.8
421,43741,4.0,92.0,0.9,4.8,67.3,1.4,4.2
422,43378,3.1,95.8,0.1,2.6,59.6,1.0,4.0
423,201784,4.4,92.9,0.3,3.9,66.0,1.4,4.8
424,90988,6.2,96.8,0.3,0.5,87.9,3.0,10.7
426,202625,3.5,76.1,7.4,4.7,88.4,1.5,6.4
427,84166,6.6,90.8,7.0,0.6,88.1,2.7,6.1
428,41316,7.3,83.2,15.3,0.5,83.2,2.8,7.6
429,77950,5.9,73.7,23.0,1.0,85.8,2.1,5.1
430,148393,5.1,70.6,24.4,1.8,85.9,2.4,7.6
431,218113,5.4,73.9,23.1,0.9,83.1,2.3,6.8
432,115073,7.2,93.0,5.6,0.3,81.9,2.8,6.9
435,61209,5.8,94.9,3.2,0.7,85.8,2.4,6.0
437,86831,5.3,92.7,0.6,1.9,58.5,1.1,7.5
438,59368,6.4,93.4,0.7,1.7,69.4,1.3,6.7
439,350296,5.5,84.5,2.7,2.2,70.1,1.4,9.4
440,214528,6.2,94.0,0.4,2.7,77.2,1.6,7.6
441,92158,4.9,86.0,4.0,2.2,71.5,1.3,8.6
442,35638,5.3,83.3,0.6,12.3,80.8,2.1,11.7
443,135262,7.4,96.6,2.3,0.3,71.5,2.4,8.7
444,55521,7.2,97.8,1.2,0.2,73.8,2.6,9.0
445,59227,6.9,97.7,1.0,0.4,74.7,3.0,8.8
446,47101,6.9,96.5,0.1,0.5,44.4,3.0,8.0
447,78377,7.1,97.0,0.2,0.6,60.3,3.0,7.2
448,53482,7.5,98.2,0.2,0.3,59.8,3.3,9.3
449,143755,6.0,96.4,1.2,0.8,74.8,2.7,7.1
450,64500,8.0,97.9,0.1,0.3,56.9,2.5,8.7
451,330962,5.9,88.0,6.7,3.1,71.1,2.4,9.0
452,34912,7.2,97.8,0.2,0.7,48.4,1.9,7.0
456,33540,8.0,97.6,0.1,0.3,62.9,3.0,8.4
457,27983,6.6,93.9,0.2,2.6,94.6,3.6,6.1
999,39835289,6.0,80.8,8.3,6.5,70.7,2.5,10.2
